ID,TOKENS,GLOSS 3 ENGL,MODIFIED,GLOSA 1 PORT,COGID,PWT,GLOSA 2 ENGL,CONCEPT,IPA,PET,GLOSA 2 PORT,ALIGNMENT,COUNTERPART,GLOSA 3 PORT,CONTEXT,DOCULECT
1314,j ɨ s ɨ,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,jɨsɨ,PET,GLOSA 2 PORT,j ɨ s ɨ ( - ),jɨsɨ,GLOSA 3 PORT,AXBZ,WAN
1315,ts e s ɨ,GLOSS 3 ENGL,TRUE,frio,120,PWT,GLOSA 2 ENGL,cold,tsesɨ,PET,GLOSA 2 PORT,ts e s ɨ ( - ),"tsesɨ, tsitsi",GLOSA 3 PORT,AXBZ,YUP
1316,tj ɨ s i,,FALSE,,120,,,cold,*tjɨsi,,,ts ɨ s i ( - ),,,AXBZ,*PT
1317,j u k ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,jukɨ,PET,GLOSA 2 PORT,j u k ɨ ( - - ),jukɨ,GLOSA 3 PORT,AXBZ,BAS
1318,j u k ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,jukɨ,PET,GLOSA 2 PORT,j u k ɨ ( - - ),jukɨ,GLOSA 3 PORT,AXBZ,DES
1319,j u k ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,jukɨ,PET,GLOSA 2 PORT,j u k ɨ ( - - ),jukɨ,GLOSA 3 PORT,AXBZ,KAR
1320,s ũ k i j̃ ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,sũkij̃ɨ,PET,GLOSA 2 PORT,s ũ k i ( j̃ ɨ ),sũkij̃ɨ,GLOSA 3 PORT,AXBYBZ,KOR
1321,h o k ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,hokɨ,PET,GLOSA 2 PORT,h o k ɨ ( - - ),hokɨ,GLOSA 3 PORT,AXBZ,KUB
1322,t o k ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,tokɨ,PET,GLOSA 2 PORT,t o k ɨ ( - - ),tokɨ,GLOSA 3 PORT,AXBZ,KUE
1323,s ũ k i j̃ i,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,sũkij̃i,PET,GLOSA 2 PORT,s ũ k i ( j̃ i ),sũkij̃i,GLOSA 3 PORT,AXBYBZ,MAI
1324,s õ k ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,sõkɨ,PET,GLOSA 2 PORT,s õ k ɨ ( - - ),sõkɨ,GLOSA 3 PORT,AXBZ,SEK
1325,s ũ k i,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,sũki,PET,GLOSA 2 PORT,s ũ k i ( - - ),sũki,GLOSA 3 PORT,AXBZ,SIO
1326,h ũ k ĩ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,~huki,PET,GLOSA 2 PORT,h ũ k ĩ ( - - ),~huki,GLOSA 3 PORT,AXBZ,TAN
1327,j u k ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,jukɨ,PET,GLOSA 2 PORT,j u k ɨ ( - - ),jukɨ,GLOSA 3 PORT,AXBZ,TUK
1328,j u k ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,jukɨ,PET,GLOSA 2 PORT,j u k ɨ ( - - ),jukɨ,GLOSA 3 PORT,AXBZ,TUY
1329,j u k ɨ,GLOSS 3 ENGL,FALSE,árvore,121,PWT,GLOSA 2 ENGL,tree,jukɨ,PET,GLOSA 2 PORT,j u k ɨ ( - - ),jukɨ,GLOSA 3 PORT,AXBZ,WAN
1330,t j ũ k k ɨ,,TRUE,,121,,,tree,*tjũkkɨ,,,ts ũ kk ɨ ( - - ),,,AXBZ,*PT
1331,u s i,GLOSS 3 ENGL,FALSE,inseto sp.,122,PWT,GLOSA 2 ENGL,insect sp.,usi,PET,GLOSA 2 PORT,- u s i ( - - ),usi,GLOSA 3 PORT,XBZ,BAS
1332,s ũ s i,GLOSS 3 ENGL,FALSE,inseto sp.,122,PWT,GLOSA 2 ENGL,insect sp.,sũsi,PET,GLOSA 2 PORT,s ũ s i ( - - ),sũsi,GLOSA 3 PORT,AXBZ,KOR
1333,h u h i,GLOSS 3 ENGL,FALSE,inseto sp.,122,PWT,GLOSA 2 ENGL,insect sp.,huhi,PET,GLOSA 2 PORT,h u h i ( - - ),huhi,GLOSA 3 PORT,AXBZ,KUB
1334,t o s i,GLOSS 3 ENGL,FALSE,inseto sp.,122,PWT,GLOSA 2 ENGL,insect sp.,tosi,PET,GLOSA 2 PORT,t o s i ( - - ),to(o)si,GLOSA 3 PORT,AXBZ,KUE
1335,s u s i,GLOSS 3 ENGL,FALSE,inseto sp.,122,PWT,GLOSA 2 ENGL,insect sp.,susi,PET,GLOSA 2 PORT,s u s i ( - - ),susi,GLOSA 3 PORT,AXBZ,SIO
1336,j ĩ,GLOSS 3 ENGL,FALSE,inseto sp.,122,PWT,GLOSA 2 ENGL,insect sp.,jĩ,PET,GLOSA 2 PORT,j ĩ - - ( - - ),jĩ,GLOSA 3 PORT,AX,WAN
1337,ts u ts i g a,GLOSS 3 ENGL,TRUE,inseto sp.,122,PWT,GLOSA 2 ENGL,insect sp.,tsutsiga,PET,GLOSA 2 PORT,ts u ts i ( g a ),tsutsiga,GLOSA 3 PORT,AXBYBZ,YUP
1338,tj u s i,,FALSE,,122,,,insect sp.,*tjusi,,,ts u s i ( - - ),,,AXBZ,*PT
1339,t o a,GLOSS 3 ENGL,FALSE,fruta sp.,123,PWT,GLOSA 2 ENGL,fruit sp.,toa,PET,GLOSA 2 PORT,t o a,toa,GLOSA 3 PORT,AXZ,BAS
1340,th o a,GLOSS 3 ENGL,FALSE,fruta sp.,123,PWT,GLOSA 2 ENGL,fruit sp.,thoa,PET,GLOSA 2 PORT,th o a,thoa,GLOSA 3 PORT,AXZ,KOR
1341,t o a,GLOSS 3 ENGL,FALSE,fruta sp.,123,PWT,GLOSA 2 ENGL,fruit sp.,toa,PET,GLOSA 2 PORT,t o a,toa,GLOSA 3 PORT,AXZ,KUB
1342,t o a,GLOSS 3 ENGL,FALSE,fruta sp.,123,PWT,GLOSA 2 ENGL,fruit sp.,toa,PET,GLOSA 2 PORT,t o a,toa,GLOSA 3 PORT,AXZ,MAI
1343,t o a,GLOSS 3 ENGL,FALSE,fruta sp.,123,PWT,GLOSA 2 ENGL,fruit sp.,toa,PET,GLOSA 2 PORT,t o a,toa,GLOSA 3 PORT,AXZ,SEK
1344,t o a,GLOSS 3 ENGL,FALSE,fruta sp.,123,PWT,GLOSA 2 ENGL,fruit sp.,toa,PET,GLOSA 2 PORT,t o a,toa,GLOSA 3 PORT,AXZ,SIO
1345,t o a,GLOSS 3 ENGL,FALSE,fruta sp.,123,PWT,GLOSA 2 ENGL,fruit sp.,toa,PET,GLOSA 2 PORT,t o a,toa,GLOSA 3 PORT,AXZ,TUK
1346,th o a,GLOSS 3 ENGL,FALSE,fruta sp.,123,PWT,GLOSA 2 ENGL,fruit sp.,thoa,PET,GLOSA 2 PORT,th o a,thoa,GLOSA 3 PORT,AXZ,WAN
1347,t o a,,TRUE,,123,,,fruit sp.,*toa,,,t o a,,,AXZ,*PT
1348,t u t u,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,tutu,PET,"pau, porrete (sio, sek, mai, Kub)",t u ( t u - - ),tutu,GLOSA 3 PORT,AXBZ,BAS
1349,t u d u,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,tudu,PET,"pau, porrete (sio, sek, mai, Kub)",t u ( d u - - ),tudu,GLOSA 3 PORT,AXBZ,DES
1350,t u t u,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,tutu,PET,"pau, porrete (sio, sek, mai, Kub)",t u ( t u - - ),tutu,GLOSA 3 PORT,AXBZ,KAR
1351,th u u,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,thuu,PET,"pau, porrete (sio, sek, mai, Kub)",th u ( - u - - ),thuu,GLOSA 3 PORT,AXZ,KOR
1352,t u t u d i,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,tutudi,PET,"pau, porrete (sio, sek, mai, Kub)",t u ( t u d i ),tutudi,GLOSA 3 PORT,AXBYBZ,KUB
1353,t u,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,tu,PET,"pau, porrete (sio, sek, mai, Kub)",t u ( - - - - ),tu,GLOSA 3 PORT,AX,MAI
1354,t u,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,tu,PET,"pau, porrete (sio, sek, mai, Kub)",t u ( - - - - ),tu-,GLOSA 3 PORT,AX,SEK
1355,t u,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,tu,PET,"pau, porrete (sio, sek, mai, Kub)",t u ( - - - - ),tu,GLOSA 3 PORT,AX,SIO
1356,t u t u,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,tutu,PET,"pau, porrete (sio, sek, mai, Kub)",t u ( t u - - ),tutu,GLOSA 3 PORT,AXBZ,TUK
1357,th u t u,GLOSS 3 ENGL,FALSE,toco,124,PWT,"stick, club (sio, sek, mai, Kub)",stump,thutu,PET,"pau, porrete (sio, sek, mai, Kub)",th u ( t u - - ),thutu,GLOSA 3 PORT,AXBZ,WAN
1358,t u,,FALSE,,124,,,stump,*tu-,,,t u ( - - - - ),,,AX,*PT
1359,u h u,GLOSS 3 ENGL,FALSE,pacu,125,PWT,GLOSA 2 ENGL,pacu fish,uhu,*uhu,GLOSA 2 PORT,- u h u,uhu,GLOSA 3 PORT,XBZ,BAS
1360,u h u,GLOSS 3 ENGL,FALSE,pacu,125,PWT,GLOSA 2 ENGL,pacu fish,uhu,*uhu,GLOSA 2 PORT,- u h u,uhu,GLOSA 3 PORT,XBZ,DES
1361,h o h u,GLOSS 3 ENGL,FALSE,pacu,125,PWT,GLOSA 2 ENGL,pacu fish,hohu,*uhu,GLOSA 2 PORT,h o h u,hohu,GLOSA 3 PORT,AXBZ,KUE
1362,u h u,GLOSS 3 ENGL,FALSE,pacu,125,PWT,GLOSA 2 ENGL,pacu fish,uhu,*uhu,GLOSA 2 PORT,- u h u,uhu,GLOSA 3 PORT,XBZ,TUK
1363,u h u,,FALSE,,125,,,pacu fish,*uhu,,,- u h u,,,XBZ,*PT
1364,õ h ẽ,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,~ohe,PET,GLOSA 2 PORT,- õ h ẽ ( - - ),~ohe,GLOSA 3 PORT,XBZ,BAS
1365,ã p ĩ,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,~api,PET,GLOSA 2 PORT,- ã p ĩ ( - - ),~api,GLOSA 3 PORT,XBZ,DES
1366,ũ p ẽ,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,~upe,PET,GLOSA 2 PORT,- ũ p ẽ ( - - ),~upe,GLOSA 3 PORT,XBZ,KAR
1367,o h e,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,ohe,PET,GLOSA 2 PORT,- o h e ( - - ),ohe,GLOSA 3 PORT,XBZ,KOR
1368,o p e,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,ope,PET,GLOSA 2 PORT,- o p e ( - - ),ope,GLOSA 3 PORT,XBZ,KUB
1369,h u h e r i,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,huheri,PET,GLOSA 2 PORT,h u h e ( r i ),huheri,GLOSA 3 PORT,AXBYBZ,KUE
1370,o h e,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,ohe,PET,GLOSA 2 PORT,- o h e ( - - ),ohe,GLOSA 3 PORT,XBZ,MAI
1371,o h e,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,ohe,PET,GLOSA 2 PORT,- o h e ( - - ),ohe,GLOSA 3 PORT,XBZ,SEK
1372,o h e,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,ohe,PET,GLOSA 2 PORT,- o h e ( - - ),ohe,GLOSA 3 PORT,XBZ,SIO
1373,ũ ʔp e,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,ũʔpe,PET,GLOSA 2 PORT,- ũ ʔp e ( - - ),ũʔpe,GLOSA 3 PORT,XBZ,TAN
1374,õ p ẽ,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,~ope,PET,GLOSA 2 PORT,- õ p ẽ ( - - ),~ope,GLOSA 3 PORT,XBZ,TUK
1375,õ p ẽ ã,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,~opea,PET,GLOSA 2 PORT,- õ p ẽ ( - ã ),~opea,GLOSA 3 PORT,XBYZ,TUY
1376,p ẽ n õ,GLOSS 3 ENGL,FALSE,peito,126,PWT,GLOSA 2 ENGL,breast,~pedo,PET,GLOSA 2 PORT,- - p ẽ ( n õ ),~pedo,GLOSA 3 PORT,AXBZ,WAN
1377,u p e,,FALSE,,126,,,breast,*upe,,,- u p e ( - - ),,,XBZ,*PT
1378,u t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,uti,PET,GLOSA 2 PORT,- u t i -,uti,GLOSA 3 PORT,XBZ,BAS
1379,u t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,uti,PET,GLOSA 2 PORT,- u t i -,uti,GLOSA 3 PORT,XBZ,DES
1380,u t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,uti,PET,GLOSA 2 PORT,- u t i -,uti,GLOSA 3 PORT,XBZ,KAR
1381,u th i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,uthi,PET,GLOSA 2 PORT,- u th i -,uthi,GLOSA 3 PORT,XBZ,KOR
1382,u t∫ i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,ut∫i,PET,GLOSA 2 PORT,- u t∫ i -,ut∫i,GLOSA 3 PORT,XBZ,KUB
1383,h u t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,huti,PET,GLOSA 2 PORT,h u t i -,huti,GLOSA 3 PORT,AXBZ,KUE
1384,u t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,uti,PET,GLOSA 2 PORT,- u t i -,uti,GLOSA 3 PORT,XBZ,MAI
1385,u t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,uti,PET,GLOSA 2 PORT,- u t i -,uti,GLOSA 3 PORT,XBZ,SEK
1386,u t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,uti,PET,GLOSA 2 PORT,- u t i -,uti,GLOSA 3 PORT,XBZ,SIO
1387,u t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,uti,PET,GLOSA 2 PORT,- u t i -,uti,GLOSA 3 PORT,XBZ,TAN
1388,u t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,uti,PET,GLOSA 2 PORT,- u t i -,uti,GLOSA 3 PORT,XBZ,TUK
1389,u t i a,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,utia,PET,GLOSA 2 PORT,- u t i a,utia,GLOSA 3 PORT,XBYZ,TUY
1390,t i,GLOSS 3 ENGL,FALSE,caba,127,PWT,GLOSA 2 ENGL,wasp,ti,PET,GLOSA 2 PORT,- - t i -,ti,GLOSA 3 PORT,AX,WAN
1391,u t t i,,TRUE,,127,,,wasp,*utti,,,- u tt i -,,,XBZ,*PT
1392,w a j a,remove,FALSE,pescar com rede,128,PWT,strain,fish with a net,waja,PET,GLOSA 2 PORT,w a j a,waja,GLOSA 3 PORT,AXBZ,BAS
1393,w a j a,remove,FALSE,pescar com rede,128,PWT,strain,fish with a net,waja,PET,GLOSA 2 PORT,w a j a,waja,GLOSA 3 PORT,AXBZ,DES
1394,w a j o,remove,FALSE,pescar com rede,128,PWT,strain,fish with a net,wajo,PET,GLOSA 2 PORT,w a j o,wajo,GLOSA 3 PORT,AXBZ,KOR
1395,b e j o,remove,FALSE,pescar com rede,128,PWT,strain,fish with a net,bejo,PET,GLOSA 2 PORT,b e j o,bejo,GLOSA 3 PORT,AXBZ,MAI
1396,w a ʔs a,remove,FALSE,pescar com rede,128,PWT,strain,fish with a net,waʔsa,PET,GLOSA 2 PORT,w a ʔs a,waʔsa,GLOSA 3 PORT,AXBZ,TUK
1397,w a ʔs a,remove,FALSE,pescar com rede,128,PWT,strain,fish with a net,waʔsa,PET,GLOSA 2 PORT,w a ʔs a,waʔsa,GLOSA 3 PORT,AXBZ,WAN
1398,w a j a,,FALSE,,128,,,fish with a net,*waja,,,w a j a,,,AXBZ,*PT
1399,w a j u,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,waju,PET,GLOSA 2 PORT,w a j u ( - - ),waju,GLOSA 3 PORT,AXBZ,BAS
1400,w a ʔj u,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,waʔju,PET,GLOSA 2 PORT,w a ʔj u ( - - ),waʔju,GLOSA 3 PORT,AXBZ,DES
1401,w a s o,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,waso,PET,GLOSA 2 PORT,w a s o ( - - ),waso,GLOSA 3 PORT,AXBZ,KAR
1402,w a j o,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,wajo,PET,GLOSA 2 PORT,w a j o ( - - ),wajo,GLOSA 3 PORT,AXBZ,KOR
1403,w ɨ o,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,wɨo,PET,GLOSA 2 PORT,w ɨ - o ( - - ),wɨo,GLOSA 3 PORT,AXZ,KUB
1404,b a j o,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,bajo,PET,GLOSA 2 PORT,b a j o ( - - ),bajo,GLOSA 3 PORT,AXBZ,MAI
1405,w a j o,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,wajo,PET,GLOSA 2 PORT,w a j o ( - - ),wajo,GLOSA 3 PORT,AXBZ,SEK
1406,w a j o,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,wajo,PET,GLOSA 2 PORT,w a j o ( - - ),wajo,GLOSA 3 PORT,AXBZ,SIO
1407,w a ʔs u,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,waʔsu,PET,GLOSA 2 PORT,w a ʔs u ( - - ),waʔsu,GLOSA 3 PORT,AXBZ,TUK
1408,w a s o p u,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,wasopu,PET,GLOSA 2 PORT,w a s o ( p u ),wasopu,GLOSA 3 PORT,AXBYBZ,TUY
1409,w a ʔs u,GLOSS 3 ENGL,FALSE,bochecha,129,PWT,GLOSA 2 ENGL,cheek,waʔsu,PET,GLOSA 2 PORT,w a ʔs u ( - - ),waʔsu,GLOSA 3 PORT,AXBZ,WAN
1410,w a j o,,FALSE,,129,,,cheek,*wajo,,,w a j o ( - - ),,,AXBZ,*PT
1411,w̃ ã m ẽ,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,~wabe,PET,GLOSA 2 PORT,w̃ ã m ẽ,~wabe,GLOSA 3 PORT,AXBZ,BAS
1412,w̃ ã ĩ,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,~wai,PET,GLOSA 2 PORT,w̃ ã - ĩ,~wai,GLOSA 3 PORT,AXZ,DES
1413,w̃ ã m ẽ,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,~wabe,PET,GLOSA 2 PORT,w̃ ã m ẽ,~wabe,GLOSA 3 PORT,AXBZ,KAR
1414,m a m i,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,mami,PET,GLOSA 2 PORT,m a m i,mami,GLOSA 3 PORT,AXBZ,KOR
1415,ã m ĩ,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,~abi,PET,GLOSA 2 PORT,- ã m ĩ,~abi,GLOSA 3 PORT,XBZ,KUB
1416,m a m i,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,mami,PET,GLOSA 2 PORT,m a m i,mami,GLOSA 3 PORT,AXBZ,MAI
1417,m a m i,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,mami,PET,GLOSA 2 PORT,m a m i,mami,GLOSA 3 PORT,AXBZ,SEK
1418,m a m i,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,mami,PET,GLOSA 2 PORT,m a m i,mami,GLOSA 3 PORT,AXBZ,SIO
1419,w̃ ã m ẽ,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,~wabe,PET,GLOSA 2 PORT,w̃ ã m ẽ,~wabe,GLOSA 3 PORT,AXBZ,TAN
1420,w̃ ã m ẽ,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,~wabe,PET,GLOSA 2 PORT,w̃ ã m ẽ,~wabe,GLOSA 3 PORT,AXBZ,TUK
1421,w̃ ã m ẽ,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,~wabe,PET,GLOSA 2 PORT,w̃ ã m ẽ,~wabe,GLOSA 3 PORT,AXBZ,TUY
1422,w̃ ã m ã,GLOSS 3 ENGL,FALSE,nome,130,PWT,GLOSA 2 ENGL,name,~waba,PET,GLOSA 2 PORT,w̃ ã m ã,~waba,GLOSA 3 PORT,AXBZ,WAN
1423,w ã m i,,FALSE,,130,,,name,*wãmi,,,w ã m i,,,AXBZ,*PT
1424,w ã t i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,wãti,PET,ancestral (kub),w ã t i,wãti,GLOSA 3 PORT,AXBZ,BAS
1425,w ã t i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,wãti,PET,ancestral (kub),w ã t i,wãti,GLOSA 3 PORT,AXBZ,DES
1426,w ã t i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,wãti,PET,ancestral (kub),w ã t i,wãti,GLOSA 3 PORT,AXBZ,KAR
1427,w a th i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,vathi,PET,ancestral (kub),w a th i,vathi,GLOSA 3 PORT,AXBZ,KOR
1428,ã t∫ ĩ,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,~at∫i,PET,ancestral (kub),- ã t∫ ĩ,~at∫i,GLOSA 3 PORT,XBZ,KUB
1429,ã i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,ãi,PET,ancestral (kub),- ã - i,ãi,GLOSA 3 PORT,XZ,MAI
1430,w a t i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,wati,PET,ancestral (kub),w a t i,wati,GLOSA 3 PORT,AXBZ,SEK
1431,w a t i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,wati,PET,ancestral (kub),w a t i,wati,GLOSA 3 PORT,AXBZ,SIO
1432,w ã t i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,wãti,PET,ancestral (kub),w ã t i,wãti,GLOSA 3 PORT,AXBZ,TAN
1433,w ã t i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,wãti,PET,ancestral (kub),w ã t i,wãti,GLOSA 3 PORT,AXBZ,TUK
1434,w ã t i,GLOSS 3 ENGL,FALSE,ser mítico do mato,131,PWT,ancestral (kub),mythical being,wãti,PET,ancestral (kub),w ã t i,wãti,GLOSA 3 PORT,AXBZ,WAN
1435,w ã t t i,,TRUE,,131,,,mythical being,*wãtti,,,w ã tt i,,,AXBZ,*PT
1436,w a i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,wai,PET,fish sp. (kub?),w a - i,wai,GLOSA 3 PORT,AXZ,BAS
1437,w a ʔ i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,waʔi,PET,fish sp. (kub?),w a ʔ i,waʔi,GLOSA 3 PORT,AXBZ,DES
1438,β a ʔ i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,βaʔi,PET,fish sp. (kub?),w a ʔ i,βaʔi,GLOSA 3 PORT,AXBZ,KOR
1439,w á w i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,wáwi,PET,fish sp. (kub?),w á w i,wáwi,GLOSA 3 PORT,AXBZ,KUB
1440,u a i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,uai,PET,fish sp. (kub?),w a - i,uai,GLOSA 3 PORT,XYZ,KUE
1441,b a i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,bai,PET,fish sp. (kub?),b a - i,bai,GLOSA 3 PORT,AXZ,MAI
1442,w a ʔ i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,waʔi,PET,fish sp. (kub?),w a ʔ i,waʔi,GLOSA 3 PORT,AXBZ,SEK
1443,w a ʔ i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,waʔi,PET,fish sp. (kub?),w a ʔ i,waʔi,GLOSA 3 PORT,AXBZ,SIO
1444,w a ʔ i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,waʔi,PET,fish sp. (kub?),w a ʔ i,waʔi,GLOSA 3 PORT,AXBZ,TAN
1445,w a ʔ i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,waʔi,PET,fish sp. (kub?),w a ʔ i,waʔi,GLOSA 3 PORT,AXBZ,TUK
1446,w a i,GLOSS 3 ENGL,FALSE,peixe,132,PWT,GLOSA 2 ENGL,fish,wai,PET,fish sp. (kub?),w a - i,wai,GLOSA 3 PORT,AXZ,TUY
